#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.ID
#foreign_key_rtable=rtable.ID
_id,ltable.ID,rtable.ID,director_director_jac_qgm_3_qgm_3,director_director_cos_dlm_dc0_dlm_dc0,director_director_jac_dlm_dc0_dlm_dc0,director_director_mel,director_director_lev,director_director_nmw,director_director_sw,director_director_swg,gold_label
321.0,2257.0,2639.0,0.909090909091,1.0,1.0,1.0,0.923076923077,1.0,1.0,1.0,0.0
76.0,424.0,168.0,0.933333333333,1.0,1.0,1.0,0.941176470588,1.0,1.0,1.0,1.0
81.0,448.0,781.0,0.138888888889,0.288675129414,0.166666666667,0.48,0.3,0.620689630508,0.466666668653,0.479999989271,0.0
340.0,2487.0,1536.0,0.916666666667,1.0,1.0,1.0,0.928571428571,1.0,1.0,1.0,1.0
131.0,733.0,199.0,0.739130434783,0.577350258827,0.4,0.965517241379,0.935483870968,0.966666638851,0.982758641243,0.965517222881,1.0
296.0,2010.0,1245.0,0.916666666667,1.0,1.0,1.0,0.928571428571,1.0,1.0,1.0,1.0
79.0,434.0,2947.0,0.25,0.5,0.333333333333,0.6,0.428571428571,0.615384578705,0.600000023842,0.600000023842,0.0
262.0,1716.0,520.0,0.0833333333333,0.408248275518,0.25,0.557142857143,0.178571428571,0.517857134342,0.357142865658,0.557142853737,0.0
319.0,2253.0,1342.0,0.793103448276,0.577350258827,0.4,0.962962962963,0.931034482759,0.964285731316,0.981481492519,0.962962985039,1.0
203.0,1168.0,1431.0,0.888888888889,1.0,1.0,1.0,0.909090909091,1.0,1.0,1.0,1.0
175.0,963.0,576.0,0.470588235294,0.223606795073,0.125,0.928571428571,0.490196078431,0.539215683937,0.946428596973,0.928571403027,0.0
149.0,801.0,1168.0,0.923076923077,1.0,1.0,1.0,0.933333333333,1.0,1.0,1.0,1.0
205.0,1208.0,2140.0,0.928571428571,1.0,1.0,1.0,0.944444444444,1.0,1.0,1.0,1.0
214.0,1314.0,494.0,0.923076923077,1.0,1.0,1.0,0.933333333333,1.0,1.0,1.0,1.0
54.0,265.0,2207.0,0.933333333333,1.0,1.0,1.0,0.941176470588,1.0,1.0,1.0,1.0
219.0,1333.0,718.0,0.25,0.408248275518,0.25,0.615384615385,0.428571428571,0.550000011921,0.615384638309,0.615384638309,0.0
228.0,1403.0,1845.0,0.2,0.5,0.333333333333,0.545454545455,0.352941176471,0.53125,0.54545456171,0.54545456171,0.0
108.0,588.0,341.0,0.928571428571,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0
43.0,224.0,256.0,0.9,1.0,1.0,1.0,0.916666666667,1.0,1.0,1.0,1.0
398.0,3015.0,1577.0,0.142857142857,0.353553384542,0.2,0.533333333333,0.290322580645,0.616666674614,0.5,0.533333361149,0.0
171.0,937.0,763.0,0.944444444444,1.0,1.0,1.0,0.95,1.0,1.0,1.0,1.0
366.0,2768.0,2352.0,0.411764705882,0.707106769085,0.5,1.0,0.409090909091,0.619047641754,1.0,1.0,1.0
61.0,305.0,958.0,0.916666666667,1.0,1.0,1.0,0.928571428571,1.0,1.0,1.0,0.0
392.0,2967.0,1847.0,0.923076923077,1.0,1.0,1.0,0.933333333333,1.0,1.0,1.0,1.0
304.0,2104.0,593.0,0.928571428571,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0
297.0,2023.0,1852.0,0.923076923077,1.0,1.0,1.0,0.933333333333,1.0,1.0,1.0,0.0
339.0,2484.0,1277.0,0.888888888889,1.0,1.0,1.0,0.909090909091,1.0,1.0,1.0,1.0
184.0,1022.0,1505.0,1.0,1.0,1.0,1.0,0.941176470588,1.0,1.0,1.0,1.0
351.0,2600.0,2997.0,0.947368421053,1.0,1.0,1.0,0.952380952381,1.0,1.0,1.0,1.0
7.0,51.0,478.0,0.235294117647,0.5,0.333333333333,0.66,0.428571428571,0.607142865658,0.600000023842,0.660000026226,0.0
332.0,2333.0,1802.0,1.0,1.0,1.0,1.0,0.923076923077,1.0,1.0,1.0,1.0
397.0,3015.0,89.0,0.137931034483,0.353553384542,0.2,0.492307692308,0.225806451613,0.600000023842,0.461538463831,0.492307692766,0.0
13.0,76.0,1720.0,0.416666666667,0.5,0.333333333333,0.741176470588,0.6,0.75,0.705882370472,0.741176486015,0.0
281.0,1873.0,1612.0,0.923076923077,1.0,1.0,1.0,0.933333333333,1.0,1.0,1.0,1.0
142.0,776.0,1531.0,0.173913043478,0.408248275518,0.25,0.545454545455,0.263157894737,0.5,0.54545456171,0.54545456171,0.0
101.0,533.0,1531.0,0.16,0.408248275518,0.25,0.461538461538,0.421052631579,0.578947365284,0.461538463831,0.492307692766,0.0
139.0,770.0,740.0,0.909090909091,1.0,1.0,1.0,0.923076923077,1.0,1.0,1.0,1.0
28.0,142.0,415.0,0.466666666667,0.5,0.333333333333,0.909090909091,0.769230769231,0.916666686535,0.95454543829,0.909090936184,1.0
356.0,2624.0,1250.0,0.25,0.5,0.333333333333,0.6,0.428571428571,0.727272748947,0.600000023842,0.600000023842,0.0
167.0,911.0,684.0,0.9,1.0,1.0,1.0,0.916666666667,1.0,1.0,1.0,1.0
70.0,362.0,572.0,0.888888888889,1.0,1.0,1.0,0.909090909091,1.0,1.0,1.0,1.0
211.0,1278.0,2804.0,0.909090909091,1.0,1.0,1.0,0.923076923077,1.0,1.0,1.0,0.0
263.0,1716.0,2481.0,0.3125,0.5,0.333333333333,0.76,0.6,0.678571462631,0.699999988079,0.759999990463,0.0
311.0,2188.0,1290.0,0.75,0.577350258827,0.4,0.965517241379,0.935483870968,0.966666638851,0.982758641243,0.965517222881,1.0
36.0,198.0,24.0,0.285714285714,0.5,0.333333333333,0.6,0.5,0.727272748947,0.600000023842,0.600000023842,0.0
10.0,65.0,156.0,0.916666666667,1.0,1.0,1.0,0.928571428571,1.0,1.0,1.0,1.0
341.0,2512.0,478.0,0.235294117647,0.5,0.333333333333,0.6,0.428571428571,0.607142865658,0.600000023842,0.600000023842,0.0
124.0,699.0,264.0,0.923076923077,1.0,1.0,1.0,0.933333333333,1.0,1.0,1.0,0.0
210.0,1261.0,767.0,0.9375,1.0,1.0,1.0,0.944444444444,1.0,1.0,1.0,1.0
249.0,1594.0,1199.0,0.09375,0.353553384542,0.2,0.384615384615,0.115384615385,0.519999980927,0.384615391493,0.384615391493,0.0
64.0,323.0,151.0,0.352941176471,0.5,0.333333333333,0.615384615385,0.571428571429,0.785714268684,0.615384638309,0.615384638309,0.0
157.0,849.0,1123.0,0.916666666667,1.0,1.0,1.0,0.928571428571,1.0,1.0,1.0,1.0
39.0,211.0,754.0,0.888888888889,1.0,1.0,1.0,0.909090909091,1.0,1.0,1.0,1.0
202.0,1150.0,435.0,0.923076923077,1.0,1.0,1.0,0.933333333333,1.0,1.0,1.0,1.0
306.0,2147.0,2237.0,0.916666666667,1.0,1.0,1.0,0.928571428571,1.0,1.0,1.0,1.0
273.0,1832.0,1194.0,0.888888888889,1.0,1.0,1.0,0.909090909091,1.0,1.0,1.0,1.0
132.0,736.0,1483.0,0.933333333333,1.0,1.0,1.0,0.941176470588,1.0,1.0,1.0,1.0
63.0,308.0,1574.0,0.25,0.5,0.333333333333,0.777777777778,0.428571428571,0.571428537369,0.666666686535,0.777777791023,0.0
134.0,754.0,1584.0,0.909090909091,1.0,1.0,1.0,0.923076923077,1.0,1.0,1.0,1.0
177.0,972.0,1671.0,0.909090909091,1.0,1.0,1.0,0.923076923077,1.0,1.0,1.0,1.0
88.0,473.0,229.0,0.923076923077,1.0,1.0,1.0,0.933333333333,1.0,1.0,1.0,0.0
215.0,1316.0,537.0,0.928571428571,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0
223.0,1352.0,2011.0,0.235294117647,0.5,0.333333333333,0.7,0.466666666667,0.607142865658,0.600000023842,0.699999988079,0.0
62.0,307.0,1185.0,0.1875,0.5,0.333333333333,0.555555555556,0.384615384615,0.576923072338,0.555555582047,0.555555582047,0.0
290.0,1936.0,144.0,0.25,0.5,0.333333333333,0.6,0.384615384615,0.615384578705,0.600000023842,0.600000023842,0.0
15.0,83.0,1845.0,0.181818181818,0.408248275518,0.25,0.545454545455,0.368421052632,0.527777791023,0.54545456171,0.54545456171,0.0
113.0,642.0,260.0,0.1875,0.5,0.333333333333,0.555555555556,0.428571428571,0.576923072338,0.555555582047,0.555555582047,0.0
168.0,922.0,2564.0,0.478260869565,0.353553384542,0.2,1.0,0.52,0.5625,1.0,1.0,1.0
95.0,498.0,1151.0,0.909090909091,1.0,1.0,1.0,0.923076923077,1.0,1.0,1.0,1.0
237.0,1480.0,958.0,0.235294117647,0.5,0.333333333333,0.545454545455,0.461538461538,0.692307710648,0.54545456171,0.54545456171,0.0
372.0,2808.0,1837.0,0.928571428571,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0
48.0,240.0,2578.0,0.153846153846,0.408248275518,0.25,0.5,0.363636363636,0.600000023842,0.5,0.5,0.0
145.0,781.0,1347.0,0.923076923077,1.0,1.0,1.0,0.933333333333,1.0,1.0,1.0,1.0
46.0,235.0,2888.0,0.263157894737,0.5,0.333333333333,0.538461538462,0.5,0.75,0.538461565971,0.538461565971,0.0
197.0,1141.0,294.0,0.2,0.408248275518,0.25,0.545454545455,0.411764705882,0.5625,0.54545456171,0.54545456171,0.0
346.0,2536.0,955.0,0.916666666667,1.0,1.0,1.0,0.928571428571,1.0,1.0,1.0,1.0
35.0,177.0,160.0,0.928571428571,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0
190.0,1105.0,1574.0,0.263157894737,0.5,0.333333333333,0.723076923077,0.642857142857,0.821428537369,0.538461565971,0.723076939583,0.0
155.0,842.0,148.0,0.785714285714,0.577350258827,0.4,0.961538461538,0.928571428571,0.962962985039,0.980769217014,0.961538434029,1.0
208.0,1257.0,886.0,0.1875,0.5,0.333333333333,0.5,0.416666666667,0.66666662693,0.5,0.5,0.0
222.0,1346.0,1683.0,0.928571428571,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0
166.0,904.0,3008.0,0.933333333333,1.0,1.0,1.0,0.941176470588,1.0,1.0,1.0,1.0
312.0,2191.0,1676.0,0.75,0.577350258827,0.4,0.965517241379,0.935483870968,0.966666638851,0.982758641243,0.965517222881,1.0
154.0,839.0,1595.0,0.9375,1.0,1.0,1.0,0.944444444444,1.0,1.0,1.0,1.0
329.0,2309.0,813.0,0.5,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0
187.0,1058.0,1203.0,0.916666666667,1.0,1.0,1.0,0.928571428571,1.0,1.0,1.0,1.0
137.0,758.0,102.0,0.916666666667,1.0,1.0,1.0,0.928571428571,1.0,1.0,1.0,0.0
116.0,663.0,211.0,0.9375,1.0,1.0,1.0,0.944444444444,1.0,1.0,1.0,1.0
261.0,1707.0,242.0,0.8,0.577350258827,0.4,0.964285714286,0.933333333333,0.965517222881,0.982142865658,0.964285731316,1.0
172.0,942.0,574.0,0.923076923077,1.0,1.0,1.0,0.933333333333,1.0,1.0,1.0,1.0
189.0,1085.0,1469.0,0.4,0.5,0.333333333333,0.727272727273,0.615384615385,0.769230782986,0.727272748947,0.727272748947,0.0
78.0,433.0,200.0,0.923076923077,1.0,1.0,1.0,0.933333333333,1.0,1.0,1.0,1.0
8.0,51.0,1574.0,0.235294117647,0.5,0.333333333333,0.7,0.428571428571,0.607142865658,0.600000023842,0.699999988079,0.0
209.0,1258.0,930.0,0.928571428571,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0
136.0,757.0,832.0,0.888888888889,1.0,1.0,1.0,0.909090909091,1.0,1.0,1.0,1.0
213.0,1292.0,1269.0,0.269230769231,0.5,0.333333333333,0.5,0.473684210526,0.75,0.5,0.511111140251,0.0
45.0,229.0,1293.0,0.2,0.5,0.333333333333,0.5,0.454545454545,0.681818187237,0.5,0.579999983311,0.0
367.0,2769.0,1319.0,0.909090909091,1.0,1.0,1.0,0.923076923077,1.0,1.0,1.0,0.0
201.0,1147.0,2717.0,0.266666666667,0.5,0.333333333333,0.6,0.583333333333,0.75,0.600000023842,0.699999988079,0.0
86.0,458.0,3021.0,0.888888888889,1.0,1.0,1.0,0.909090909091,1.0,1.0,1.0,1.0
165.0,894.0,971.0,0.941176470588,1.0,1.0,1.0,0.947368421053,1.0,1.0,1.0,1.0
179.0,1002.0,1253.0,0.9,1.0,1.0,1.0,0.916666666667,1.0,1.0,1.0,1.0
21.0,106.0,117.0,0.923076923077,1.0,1.0,1.0,0.933333333333,1.0,1.0,1.0,0.0
98.0,525.0,2011.0,0.888888888889,1.0,1.0,1.0,0.909090909091,1.0,1.0,1.0,1.0
29.0,154.0,136.0,0.928571428571,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0
174.0,952.0,893.0,0.916666666667,1.0,1.0,1.0,0.928571428571,1.0,1.0,1.0,1.0
283.0,1903.0,1124.0,0.388888888889,0.5,0.333333333333,0.538461538462,0.666666666667,0.800000011921,0.769230782986,0.753846168518,0.0
69.0,357.0,159.0,0.916666666667,1.0,1.0,1.0,0.928571428571,1.0,1.0,1.0,1.0
364.0,2742.0,2386.0,0.923076923077,1.0,1.0,1.0,0.933333333333,1.0,1.0,1.0,1.0
111.0,627.0,1263.0,0.857142857143,1.0,1.0,1.0,0.888888888889,1.0,1.0,1.0,1.0
277.0,1842.0,283.0,0.944444444444,1.0,1.0,1.0,0.95,1.0,1.0,1.0,0.0
22.0,106.0,224.0,0.923076923077,1.0,1.0,1.0,0.933333333333,1.0,1.0,1.0,0.0
260.0,1701.0,2157.0,0.75,0.577350258827,0.4,0.965517241379,0.935483870968,0.966666638851,0.982758641243,0.965517222881,1.0
305.0,2110.0,1915.0,0.916666666667,1.0,1.0,1.0,0.928571428571,1.0,1.0,1.0,1.0
19.0,103.0,80.0,0.875,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
234.0,1464.0,2193.0,0.684210526316,0.577350258827,0.4,0.95,0.909090909091,0.952380955219,0.975000023842,0.949999988079,1.0
221.0,1344.0,433.0,0.214285714286,0.5,0.333333333333,0.555555555556,0.416666666667,0.636363625526,0.555555582047,0.688888907433,0.0
295.0,2002.0,1424.0,0.916666666667,1.0,1.0,1.0,0.928571428571,1.0,1.0,1.0,1.0
112.0,636.0,1019.0,0.9,1.0,1.0,1.0,0.916666666667,1.0,1.0,1.0,1.0
248.0,1590.0,917.0,0.909090909091,1.0,1.0,1.0,0.923076923077,1.0,1.0,1.0,1.0
345.0,2529.0,1021.0,0.888888888889,1.0,1.0,1.0,0.909090909091,1.0,1.0,1.0,1.0
374.0,2823.0,2871.0,0.9375,1.0,1.0,1.0,0.944444444444,1.0,1.0,1.0,1.0
217.0,1328.0,1710.0,0.4,0.666666686535,0.5,0.577777777778,0.666666666667,0.800000011921,0.5,0.577777802944,0.0
156.0,845.0,935.0,0.909090909091,1.0,1.0,1.0,0.923076923077,1.0,1.0,1.0,1.0
173.0,951.0,485.0,0.181818181818,0.316227763891,0.166666666667,0.571428571429,0.344827586207,0.642857134342,0.571428596973,0.571428596973,0.0
235.0,1466.0,2068.0,0.888888888889,1.0,1.0,1.0,0.909090909091,1.0,1.0,1.0,0.0
118.0,677.0,1250.0,0.285714285714,0.5,0.333333333333,0.6,0.583333333333,0.772727251053,0.600000023842,0.600000023842,0.0
278.0,1843.0,862.0,0.9,1.0,1.0,1.0,0.916666666667,1.0,1.0,1.0,1.0
87.0,469.0,89.0,0.916666666667,1.0,1.0,1.0,0.928571428571,1.0,1.0,1.0,0.0
141.0,775.0,1060.0,0.928571428571,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0
233.0,1461.0,1072.0,0.909090909091,1.0,1.0,1.0,0.923076923077,1.0,1.0,1.0,1.0
9.0,63.0,908.0,0.909090909091,1.0,1.0,1.0,0.923076923077,1.0,1.0,1.0,1.0
77.0,429.0,809.0,0.941176470588,1.0,1.0,1.0,0.947368421053,1.0,1.0,1.0,1.0
352.0,2602.0,792.0,0.318181818182,0.5,0.333333333333,0.685714285714,0.473684210526,0.638888895512,0.642857134342,0.685714304447,0.0
44.0,228.0,93.0,0.909090909091,1.0,1.0,1.0,0.928571428571,1.0,1.0,1.0,1.0
236.0,1480.0,510.0,0.235294117647,0.5,0.333333333333,0.545454545455,0.461538461538,0.692307710648,0.54545456171,0.54545456171,0.0
6.0,51.0,24.0,0.888888888889,1.0,1.0,1.0,0.909090909091,1.0,1.0,1.0,1.0
396.0,3007.0,2026.0,0.357142857143,0.5,0.333333333333,0.7,0.583333333333,0.791666686535,0.699999988079,0.699999988079,0.0
286.0,1916.0,294.0,0.222222222222,0.408248275518,0.25,0.545454545455,0.466666666667,0.642857134342,0.54545456171,0.54545456171,0.0
258.0,1668.0,2377.0,0.923076923077,1.0,1.0,1.0,0.933333333333,1.0,1.0,1.0,1.0
347.0,2540.0,549.0,0.368421052632,0.5,0.333333333333,0.692307692308,0.6875,0.78125,0.692307710648,0.707692325115,0.0
307.0,2159.0,1544.0,0.888888888889,1.0,1.0,1.0,0.909090909091,1.0,1.0,1.0,1.0
231.0,1418.0,1127.0,0.875,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
