#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
_id,ltable.id,rtable.id,ltable.authors,ltable.title,ltable.venue,ltable.year,rtable.authors,rtable.title,rtable.venue,rtable.year,gold
10,conf/sigmod/AltinelLKMPLWB02,671695,"Sailesh Krishnamurthy, C. Mohan, Larry Brown, Hamid Pirahesh, Mehmet Altinel, Honguk Woo, Qiong Luo, Bruce G. Lindsay",DBCache: database caching for web application servers,SIGMOD Conference,2002.0,"Jayavel Shanmugasundaram, Eugene J. Shekita, Rimon Barr, Michael J. Carey, Bruce G. Lindsay, Hamid Pirahesh, Berthold Reinwald",Efficiently Publishing Relational Data as XML Documents,Very Large Data Bases,2000,0
11,conf/sigmod/Amer-YahiaFSX03,872852,"Yu Xu, Mary F. Fernandez, Sihem Amer-Yahia, Divesh Srivastava",PIX: Exact and Approximate Phrase Matching in XML,SIGMOD Conference,2003.0,"Sihem Amer-Yahia, Mary Fernndez, Divesh Srivastava, Yu Xu",PIX: exact and approximate phrase matching in XML,International Conference on Management of Data,2003,1
12,conf/sigmod/AnkerstBKS99,304187,"Jrg Sander, Hans-Peter Kriegel, Markus M. Breunig, Mihael Ankerst",OPTICS: Ordering Points To Identify Clustering Structure,SIGMOD Conference,1999.0,"Mihael Ankerst, Markus M. Breunig, Hans-Peter Kriegel, Jrg Sander",OPTICS: ordering points to identify the clustering structure,International Conference on Management of Data,1999,0
13,conf/sigmod/AntonJLPZZ02,564762,"Jordan Parker, Jesse Anton, Zheng Zeng, Lawrence Jacobs, Tie Zhong, Xiang Liu",Web caching for database applications with Oracle Web Cache,,2002.0,"Jesse Anton, Lawrence Jacobs, Xiang Liu, Jordan Parker, Zheng Zeng, Tie Zhong",Web caching for database applications with Oracle Web Cache,International Conference on Management of Data,2002,1
14,conf/sigmod/AshleyFHLNP95,223888,"Denis Lee, Wayne Niblack, James L. Hafner, Dragutin Petkovic, Myron Flickner, Jonathan Ashley",The Query By Image Content (QBIC) System,SIGMOD Conference,1995.0,"Jonathan Ashley, Myron Flickner, James Hafner, Denis Lee, Wayne Niblack, Dragutin Petkovic",The query by image content (QBIC) system,International Conference on Management of Data,1995,1
15,conf/sigmod/BabyCY01,375761,"Jihwang Yeo, Sudarshan S. Chawathe, Thomas Baby",VQBD: Exploring Semistructured Data,SIGMOD Conference,2001.0,"Sudarshan S. Chawathe, Thomas Baby, Jihwang Yoo",VQBD: exploring semistructured data,International Conference on Management of Data,2001,1
16,conf/sigmod/Ballinger94,191944,Carrie Ballinger,Evolving Teradata Decision Support for Massively Parallel Processing with UNIX,,1994.0,Carrie Ballinger,Evolving teradata decision support for massively parallel processing with UNIX,International Conference on Management of Data,1994,1
17,conf/sigmod/BargaL99,304577,"David B. Lomet, Roger S. Barga",Phoenix: Making Applications Robust,SIGMOD Conference,1999.0,"Roger Barga, David B. Lomet",Phoenix: making applications robust,International Conference on Management of Data,1999,1
18,conf/sigmod/BaumannDFRW98,276386,"Andreas Dehmel, Peter Baumann, Norbert Widmann, Roland Ritsch, Paula Furtado",The Multidimensional Database System RasDaMan,SIGMOD Conference,1998.0,"P. Baumann, A. Dehmel, P. Furtado, R. Ritsch, N. Widmann",The multidimensional database system RasDaMan,International Conference on Management of Data,1998,1
19,conf/sigmod/Bierman03,872807,Gavin M. Bierman,Formal semantics and analysis of object queries,SIGMOD Conference,2003.0,G. M. Bierman,Formal semantics and analysis of object queries,International Conference on Management of Data,2003,1
20,conf/sigmod/Blakeley94,191989,Jos A. Blakeley,Open Object Database Management Systems,SIGMOD Conference,1994.0,Jos A. Blakeley,Open object database management systems,International Conference on Management of Data,1994,1
21,conf/sigmod/BonnetBCCCHKMMOSS99,304583,"Zhiyuan Chen, Daniel Mahashin, Victor Cheng, Kyle Buza, Tobias Mayr, Hubert Siu, Randolph Chung, Ivan Oprencak, Philippe Bonnet, Takako M. Hickey, Praveen Seshadri, Ryan Kennedy",The Cornell Jaguar System: Adding Mobility to PREDATOR,SIGMOD Conference,1999.0,"Phillippe Bonnet, Kyle Buza, Zhiyuan Chan, Victor Cheng, Randolph Chung, Takako Hickey, Ryan Kennedy, Daniel Mahashin, Tobias Mayr, Ivan Oprencak, Praveen Seshadri, Hubert Siu",The Cornell Jaguar project: adding mobility to PREDATOR,International Conference on Management of Data,1999,1
22,conf/sigmod/BouguettayaBH99,304589,"Kevin Smith, Athman Bouguettaya, Mourad Ouzzani, James Beard, Lily Hendra, Boualem Benatallah","World Wide Database - Integrating the Web, CORBA, and Databases",SIGMOD Conference,1999.0,"Athman Bouguettaya, Boualem Benatallah, Lily Hendra, James Beard, Kevin Smith, Mourad Quzzani","World Wide Database-integrating the Web, CORBA and databases",International Conference on Management of Data,1999,1
23,conf/sigmod/BouguettayaBH99,671857,"Kevin Smith, Athman Bouguettaya, Mourad Ouzzani, James Beard, Lily Hendra, Boualem Benatallah","World Wide Database - Integrating the Web, CORBA, and Databases",SIGMOD Conference,1999.0,"Meridith A. Lane, James L. Edwards, Ebbe Nielsen","Biodiversity Informatics: The Challenge of Rapid Development, Large Databases, and Complex Data (Keynote)",Very Large Data Bases,2000,0
24,conf/sigmod/BraumandlKK99,304573,"Reinhard Braumandl, Alfons Kemper, Donald Kossmann",Database Patchwork on the Internet,SIGMOD Conference,1999.0,"Reinhard Braumandl, Alfons Kemper, Donald Kossmann",Database patchwork on the Internet,International Conference on Management of Data,1999,1
25,conf/sigmod/BressanGOT00,336587,"Stphane Bressan, Kian-Lee Tan, Beng Chin Ooi, Chong Leng Goh",Integrating Replacement Policies in StorM: An Extensible Approach,SIGMOD Conference,2000.0,"Chong Leng Goh, Beng Chin Ooi, Stephane Bressan, Kian-Lee Tan",Integrating replacement policies in StorM: an extensible approach,International Conference on Management of Data,2000,1
26,conf/sigmod/BrinkhoffKSS94a,191988,"Thomas Brinkhoff, Hans-Peter Kriegel, Ralf Schneider, Bernhard Seeger",GENESYS: A System for Efficient Spatial Query Processing,SIGMOD Conference,1994.0,"Thomas Brinkhoff, Hans-Peter Kriegel, Ralf Schneider, Bernhard Seeger",GENESYS: a system for efficient spatial query processing,International Conference on Management of Data,1994,1
27,conf/sigmod/BrinkhoffKSS94a,673480,"Thomas Brinkhoff, Hans-Peter Kriegel, Ralf Schneider, Bernhard Seeger",GENESYS: A System for Efficient Spatial Query Processing,SIGMOD Conference,1994.0,"Jochen Van den Bercken, Bernhard Seeger",Query Processing Techniques for Multiversion Access Methods,Very Large Data Bases,1996,0
28,conf/sigmod/BrownCL96,872817,"Kurt P. Brown, Michael J. Carey, Miron Livny",Goal-Oriented Buffer Management Revisited,SIGMOD Conference,1996.0,"Samuel Madden, Michael J. Franklin, Joseph M. Hellerstein, Wei Hong",The design of an acquisitional query processor for sensor networks,International Conference on Management of Data,2003,0
29,conf/sigmod/BrunoC02,564722,"Nicolas Bruno, Surajit Chaudhuri",Exploiting statistics on query expressions for optimization,SIGMOD Conference,2002.0,"Nicolas Bruno, Surajit Chaudhuri",Exploiting statistics on query expressions for optimization,International Conference on Management of Data,2002,1
30,conf/sigmod/BryanMCLG94,672973,"George M. Bryan, J. Geyer, Wayne E. Moore, B. J. Curry, K. W. Lodge",The MEDUSA Project: Autonomous Data Management in a Shared-Nothing Parallel Database Machine,SIGMOD Conference,1994.0,"Arnon Rosenthal, Leonard J. Seligman",Data Integration in the Large: The Challenge of Reuse,Very Large Data Bases,1994,0
31,conf/sigmod/BunemanDHS96,765690,"Gerd G. Hillebrand, Peter Buneman, Susan B. Davidson, Dan Suciu",A Query Language and Optimization Techniques for Unstructured Data,SIGMOD Conference,1996.0,"Odysseas G. Tsatalos, Marvin H. Solomon, Yannis E. Ioannidis",The GMAP: a versatile tool for physical data independence,The VLDB Journal  The International Journal on Very Large Data Bases,1996,0
32,conf/sigmod/Bussler02,564801,Christoph Bussler,Software service: ASP ASP aggregation,SIGMOD Conference,2002.0,Christoph Bussler,Software as a service: ASP and ASP aggregation,International Conference on Management of Data,2002,1
33,conf/sigmod/CallanCD99,304224,"Aiqun Du, James P. Callan, Margaret E. Connell",Automatic Discovery of Language Models for Text Databases,SIGMOD Conference,1999.0,"Jamie Callan, Margaret Connell, Aiqun Du",Automatic discovery of language models for text databases,International Conference on Management of Data,1999,1
34,conf/sigmod/CareyDFHMNSSTTWZ94,640996,"Mark L. McAuliffe, C. K. Tan, Marvin H. Solomon, Nancy E. Hall, Michael J. Zwilling, Michael J. Carey, Michael J. Franklin, Seth J. White, Jeffrey F. Naughton, David J. DeWitt, Odysseas G. Tsatalos, Daniel T. Schuh",Shoring Up Persistent Applications,SIGMOD Conference,1994.0,Michael M. David,ANSI SQL hierarchical processing can fully integrate native XML,ACM SIGMOD Record,2003,0
35,conf/sigmod/CareyDNAGS97,253283,"Jeffrey F. Naughton, Michael J. Carey, Dhaval Shah, Johannes Gehrke, Mohammad Asgarian, David J. DeWitt, Paul Brown",The BUCKY Object-Relational Benchmark (Experience Paper),,1997.0,"Michael J. Carey, David J. DeWitt, Jeffrey F. Naughton, Mohammad Asgarian, Paul Brown, Johannes E. Gehrke, Dhaval N. Shah",The BUCKY object-relational benchmark,International Conference on Management of Data,1997,1
36,conf/sigmod/CareyK97,672368,"Donald Kossmann, Michael J. Carey",On Saying Enough Already! in SQL,SIGMOD Conference,1997.0,"Ioana Manolescu, Daniela Florescu, Donald Kossmann",Answering XML Queries on Heterogeneous Data Sources,Very Large Data Bases,2001,0
37,conf/sigmod/CatarciS94,191976,"Giuseppe Santucci, Tiziana Catarci",Query by Diagram: A Graphical Environment for Querying Databases,SIGMOD Conference,1994.0,"Tiziana Catarci, Giuseppe Santucci",Query by diagram: a graphical environment for querying databases,International Conference on Management of Data,1994,1
38,conf/sigmod/ChanI98,276336,"Yannis E. Ioannidis, Chee Yong Chan",Bitmap Index Design and Evaluation,SIGMOD Conference,1998.0,"Chee-Yong Chan, Yannis E. Ioannidis",Bitmap index design and evaluation,International Conference on Management of Data,1998,1
39,conf/sigmod/Chaudhuri97,253374,Surajit Chaudhuri,Query Optimization at the Crossroads (Panel),SIGMOD Conference,1997.0,Surajit Chaudhuri,Query optimization at the crossroads,International Conference on Management of Data,1997,1
40,conf/sigmod/Chaudhuri97,671836,Surajit Chaudhuri,Query Optimization at the Crossroads (Panel),SIGMOD Conference,1997.0,"Amir Netz, Surajit Chaudhuri, Jeff Bernhardt, Usama M. Fayyad",Integration of Data Mining with Database Technology,Very Large Data Bases,2000,0
41,conf/sigmod/ChenJDTW00,375786,"Yuan Wang, Feng Tian, David J. DeWitt, Jianjun Chen",NiagaraCQ: A Scalable Continuous Query System for Internet Databases,SIGMOD Conference,2000.0,"Jiawei Han, Hasan Jamil, Ying Lu, Liangyou Chen, Yaqin Liao, Jian Pei",DNA-miner: a system prototype for mining DNA sequences,International Conference on Management of Data,2001,0
42,conf/sigmod/Chong98,276370,James Chong,Real Business Processing Meets the Web,SIGMOD Conference,1998.0,James Chong,Real business processing meets the Web,International Conference on Management of Data,1998,1
43,conf/sigmod/Cohen98a,276380,William W. Cohen,Providing Database-like Access to the Web Using Queries Based on Textual Similarity,SIGMOD Conference,1998.0,William W. Cohen,Providing database-like access to the Web using queries based on textual similarity,International Conference on Management of Data,1998,1
44,conf/sigmod/DattaDTVSR02,249980,"Suresha, Kaushik Dutta, Krithi Ramamritham, Anindya Datta, Helen M. Thomas, Debra E. VanderMeer",Proxy-based acceleration of dynamically generated content on the world wide web: an approach and implementation,SIGMOD Conference,2002.0,"James Clifford, Curtis Dyreson, Toms Isakowitz, Christian S. Jensen, Richard Thomas Snodgrass",On the semantics of now in databases,ACM Transactions on Database Systems (TODS),1997,0
45,conf/sigmod/DeshpandeGR01,672217,"Amol Deshpande, Rajeev Rastogi, Minos N. Garofalakis",Independence is Good: Dependency-Based Histogram Synopses for High-Dimensional Data,SIGMOD Conference,2001.0,"Kian-Lee Tan, Pin-Kwang Eng, Beng Chin Ooi",Efficient Progressive Skyline Computation,Very Large Data Bases,2001,0
46,conf/sigmod/DohertyHR96,233344,"Richard Hull, Mohammed Rupawalla, Michael Doherty",Structures for Manipulating Proposed Updates in Object-Oriented Databases,,1996.0,"Michael Doherty, Richard Hull, Mohammed Rupawalla",Structures for manipulating proposed updates in object-oriented databases,International Conference on Management of Data,1996,1
47,conf/sigmod/DuSD95,615229,"Weimin Du, Ming-Chien Shan, Umeshwar Dayal",Reducing Multidatabase Query Response Time by Tree Balancing,SIGMOD Conference,1995.0,"Vronique Benzaken, Anne Doucet",Themis: a database programming language handling integrity constraints,The VLDB Journal  The International Journal on Very Large Data Bases,1995,0
48,conf/sigmod/FlokstraKS94,191951,"Jacek Skowronek, Maurice van Keulen, Jan Flokstra",The IMPRESS DDT: A Database Design Toolbox Based on a Formal Specification Language,SIGMOD Conference,1994.0,"Jan Flokstra, Maurice van Keulen, Jacek Skowronek",The IMPRESS DDT: a database design toolbox based on a formal specification language,International Conference on Management of Data,1994,1
49,conf/sigmod/ForlizziGNS00,335426,"Markus Schneider, Enrico Nardelli, Luca Forlizzi, Ralf Hartmut Gting",A Data Model and Data Structures for Moving Objects Databases,,2000.0,"Luca Forlizzi, Ralf Hartmut Gting, Enrico Nardelli, Markus Schneider",A data model and data structures for moving objects databases,International Conference on Management of Data,2000,1
50,conf/sigmod/French95,202667,Clark D. French,``One Size Fits All'' Database Architectures Do Not Work for DDS,SIGMOD Conference,1995.0,"Hugh Darwen, C. J. Date",The third manifesto,ACM SIGMOD Record,1995,0
51,conf/sigmod/Galindo-Legaria94,191847,Csar A. Galindo-Legaria,Outerjoins as Disjunctions,SIGMOD Conference,1994.0,Ilsoo Ahn,SIGMOD challenges paper: database issues in telecommunications network management,International Conference on Management of Data,1994,0
52,conf/sigmod/GardarinMP95,673169,"Georges Gardarin, Fernando Machuca, Philippe Pucheral",OFL: A Functional Execution Model for Object Query Languages,SIGMOD Conference,1995.0,"Georges Gardarin, Jean-Robert Gruser, Zhao-Hui Tang",A Cost Model for Clustered Object-Oriented Databases,Very Large Data Bases,1995,0
53,conf/sigmod/GeorgeH97,253362,"Binto George, Jayant R. Haritsa",Secure Transaction Processing in Firm Real-Time Database Systems,SIGMOD Conference,1997.0,"Binto George, Jayant Haritsa",Secure transaction processing in firm real-time database systems,International Conference on Management of Data,1997,1
54,conf/sigmod/Gibson95,223884,Garth A. Gibson,Storage Technology: RAID and Beyond,SIGMOD Conference,1995.0,Garth A. Gibson,Tutorial on storage technology: RAID and beyond,International Conference on Management of Data,1995,0
55,conf/sigmod/GillmannWSWW00,872846,"German Shegalov, Gerhard Weikum, Wolfgang Wonner, Michael Gillmann, Jeanine Weienfels",A Goal-driven Auto-Configuration Tool for the Distributed Workflow Management System Mentor-lite,SIGMOD Conference,2000.0,"David T. Liu, Michael J. Franklin, Devesh Parekh",GridDB: a relational interface for the grid,International Conference on Management of Data,2003,0
56,conf/sigmod/GravanoCGP97,253299,"Hector Garcia-Molina, Luis Gravano, Kevin Chen-Chuan Chang, Andreas Paepcke",STARTS: Stanford Proposal for Internet Meta-Searching (Experience Paper),SIGMOD Conference,1997.0,"Luis Gravano, Chen-Chuan K. Chang, Hctor Garca-Molina, Andreas Paepcke",STARTS: Stanford proposal for Internet meta-searching,International Conference on Management of Data,1997,1
57,conf/sigmod/GrayHOS96,253268,"Dennis Shasha, Jim Gray, Patrick E. O'Neil, Pat Helland",The Dangers of Replication and a Solution,SIGMOD Conference,1996.0,"Patrick O'Neil, Dallan Quass",Improved query performance with variant indexes,International Conference on Management of Data,1997,0
58,conf/sigmod/GrayHOS96,271094,"Dennis Shasha, Jim Gray, Patrick E. O'Neil, Pat Helland",The Dangers of Replication and a Solution,SIGMOD Conference,1996.0,"Jim Gray, Goetz Graefe","The five-minute rule ten years later, and other computer storage rules of thumb",ACM SIGMOD Record,1997,0
59,conf/sigmod/GraySSU03,190647,"Hans-Jrg Schek, Michael Stonebraker, Jim Gray, Jeffrey D. Ullman",The Lowell Report,SIGMOD Conference,,"Tom Barclay, Robert Barnes, Jim Gray, Prakash Sundaresan",Loading databases using dataflow parallelism,ACM SIGMOD Record,1994,0
60,conf/sigmod/GriffinL95,565142,"Leonid Libkin, Timothy Griffin",Incremental Maintenance of Views with Duplicates,SIGMOD Conference,,Leonid Libkin,Database principles,ACM SIGMOD Record,2002,0
61,conf/sigmod/GrossmanQ94,191965,Xiao Qin,Ptool: A Scalable Persistent Object Manager,,1994.0,"R. L. Grossman, X. Qin",Ptool: a scalable persistent object manager,International Conference on Management of Data,1994,1
62,conf/sigmod/Han96,191979,Jiawei Han,Data Mining Techniques,SIGMOD Conference,1996.0,"Jiawei Han, Yongjian Fu, Yue Huang, Yandong Cai, Nick Cercone",DBLearn: a system prototype for knowledge discovery in relational databases,International Conference on Management of Data,1994,0
63,conf/sigmod/HanFHCC94,191979,"Yue Huang, Yandong Cai, Yongjian Fu, Nick Cercone, Jiawei Han",DBLearn: A System Prototype Knowledge Discovery Relational Databases,SIGMOD Conference,1994.0,"Jiawei Han, Yongjian Fu, Yue Huang, Yandong Cai, Nick Cercone",DBLearn: a system prototype for knowledge discovery in relational databases,International Conference on Management of Data,1994,1
64,conf/sigmod/HanPDW01,672028,"Guozhu Dong, Jian Pei, Jiawei Han, Ke Wang",Efficient Computation of Iceberg Cubes with Complex Measures,SIGMOD Conference,2001.0,"Tamer Kahveci, Ambuj K. Singh",Efficient Index Structures for String Databases,Very Large Data Bases,2001,0
65,conf/sigmod/HanPLJ01,375786,"Jiawei Han, Liangyou Chen, Jian Pei, Ying Lu, Yaqin Liao, Hasan M. Jamil",DNA-Miner: A System Prototype for Mining DNA Sequences,SIGMOD Conference,2001.0,"Jiawei Han, Hasan Jamil, Ying Lu, Liangyou Chen, Yaqin Liao, Jian Pei",DNA-miner: a system prototype for mining DNA sequences,International Conference on Management of Data,2001,1
66,conf/sigmod/HanPY00,335372,"Jian Pei, Jiawei Han, Yiwen Yin",Mining Frequent Patterns without Candidate Generation,SIGMOD Conference,2000.0,"Jiawei Han, Jian Pei, Yiwen Yin",Mining frequent patterns without candidate generation,International Conference on Management of Data,2000,1
67,conf/sigmod/Hidber99,304195,Christian Hidber,Online Association Rule Mining,SIGMOD Conference,1999.0,Christian Hidber,Online association rule mining,International Conference on Management of Data,1999,1
68,conf/sigmod/HillyerS96,245891,"Bruce Hillyer, Abraham Silberschatz",Random I/O Scheduling in Online Tertiary Storage Systems,SIGMOD Conference,1996.0,"Egemen Tanin, Richard Beigel, Ben Shneiderman",Incremental data structures and algorithms for dynamic query interfaces,ACM SIGMOD Record,1996,0
69,conf/sigmod/HullZ96,245891,"Gang Zhou, Richard Hull",A Framework for Supporting Data Integration Using the Materialized and Virtual Approaches,SIGMOD Conference,1996.0,"Egemen Tanin, Richard Beigel, Ben Shneiderman",Incremental data structures and algorithms for dynamic query interfaces,ACM SIGMOD Record,1996,0
70,conf/sigmod/HullZ96,253304,"Gang Zhou, Richard Hull",A Framework for Supporting Data Integration Using the Materialized and Virtual Approaches,SIGMOD Conference,1996.0,"Timothy Griffin, Richard Hull",A framework for implementing hypothetical queries,International Conference on Management of Data,1997,0
71,conf/sigmod/HungYK96,234900,"Kamalakar Karlapalem, Helen P. Yeung, Patrick C. K. Hung",CapBasED-AMS: A Capability-based and Event-driven Activity Management System,SIGMOD Conference,1996.0,Asuman Dogac,Middle East Technical University Software Research and Development Center,ACM SIGMOD Record,1996,0
72,conf/sigmod/IoannidisL94,191870,"Yannis E. Ioannidis, Yezdi Lashkari",Incomplete Path Expressions and their Disambiguation,,1994.0,"Yannis E. Ioannidis, Yezdi Lashkari",Incomplete path expressions and their disambiguation,International Conference on Management of Data,1994,1
73,conf/sigmod/IvesLPST00,335419,"Igor Tatarinov, Wai Tak Theodora Yeung, Shiori Betzler, Jing Su, Jayant Madhavan, Rachel Pottinger, Alon Y. Levy, Ewa Jaslikowska, Stefan Saroiu, Qiong Chen, Zachary G. Ives",Self-Organizing Data Sharing Communities with SAGRES,SIGMOD Conference,2000.0,"Prasan Roy, S. Seshadri, S. Sudarshan, Siddhesh Bhobe",Efficient and extensible algorithms for multi query optimization,International Conference on Management of Data,2000,0
74,conf/sigmod/JaedickeM98,276338,"Michael Jaedicke, Bernhard Mitschang",On Parallel Processing of Aggregate and Scalar Functions in Object-Relational DBMS,SIGMOD Conference,1998.0,"Michael Jaedicke, Bernhard Mitschang",On parallel processing of aggregate and scalar functions in object-relational DBMS,International Conference on Management of Data,1998,1
75,conf/sigmod/JagatheesanR03,872878,"Arun Jagatheesan, Arcot Rajasekar",Data Grid Management Systems,SIGMOD Conference,2003.0,"Arun Jagatheesan, Arcot Rajasekar",Data grid management systems,International Conference on Management of Data,2003,1
76,conf/sigmod/JohnsonD03,872875,"Theodore Johnson, Tamraparni Dasu",Data Quality and Data Cleaning: An Overview,SIGMOD Conference,2003.0,"Theodore Johnson, Tamraparni Dasu",Data quality and data cleaning: an overview,International Conference on Management of Data,2003,1
77,conf/sigmod/KaushikBNK02,564707,"Raghav Kaushik, Henry F. Korth, Jeffrey F. Naughton, Philip Bohannon",Covering indexes for branching path queries,SIGMOD Conference,2002.0,"Raghav Kaushik, Philip Bohannon, Jeffrey F Naughton, Henry F Korth",Covering indexes for branching path queries,International Conference on Management of Data,2002,1
78,conf/sigmod/Kleissner95,223875,Charly Kleissner,"Enterprise Objects Framework, A Second Generation Object-Relational Enabler",SIGMOD Conference,1995.0,Charly Kleissner,Enterprise Objects Framework: a second generation object-relational enabler,International Conference on Management of Data,1995,1
79,conf/sigmod/KornMZ03,304186,"Yunyue Zhu, S. Muthukrishnan, Flip Korn",IPSOFACTO: A Visual Correlation Tool for Aggregate Network Traffic Data,SIGMOD Conference,2003.0,"H. V. Jagadish, Laks V. S. Lakshmanan, Divesh Srivastava",Snakes and sandwiches: optimal clustering strategies for a data warehouse,International Conference on Management of Data,1999,0
80,conf/sigmod/KotidisR99,672990,"Nick Roussopoulos, Yannis Kotidis",DynaMat: A Dynamic View Management System for Data Warehouses,SIGMOD Conference,1999.0,"Odysseas G. Tsatalos, Marvin H. Solomon, Yannis E. Ioannidis",The GMAP: A Versatile Tool for Physical Data Independence,Very Large Data Bases,1994,0
81,conf/sigmod/KrishnanVI96,233341,"Balakrishna R. Iyer, Jeffrey Scott Vitter, P. Krishnan",Estimating Alphanumeric Selectivity in the Presence of Wildcards,SIGMOD Conference,1996.0,"P. Krishnan, Jeffrey Scott Vitter, Bala Iyer",Estimating alphanumeric selectivity in the presence of wildcards,International Conference on Management of Data,1996,1
82,conf/sigmod/KuhnTS94,191963,"Konrad Schwarz, eva Khn, Thomas Tschernko",A Language Based Multidatabase System,SIGMOD Conference,,"Eva Khn, Thomas Tschernko, Konrad Schwarz",A language based multidatabase system,International Conference on Management of Data,1994,1
83,conf/sigmod/Kulkarni94,191935,Krishna G. Kulkarni,Object-Oriented Extensions in SQL3: A Status Report,SIGMOD Conference,1994.0,Krishna G. Kulkarni,Object-oriented extensions in SQL3: a status report,International Conference on Management of Data,1994,1
84,conf/sigmod/LabioWGG00,335379,"Hector Garcia-Molina, Vlad Gorelik, Wilburt Labio, Janet L. Wiener",Efficient Resumption of Interrupted Warehouse Loads,SIGMOD Conference,2000.0,"Wilburt Juan Labio, Janet L. Wiener, Hector Garcia-Molina, Vlad Gorelik",Efficient resumption of interrupted warehouse loads,International Conference on Management of Data,2000,1
85,conf/sigmod/LabioYG99,304216,"Hector Garcia-Molina, Ramana Yerneni, Wilburt Labio",Shrinking the Warehouse Update Window,SIGMOD Conference,1999.0,"Wilburt Juan Labio, Ramana Yerneni, Hector Garcia-Molina",Shrinking the warehouse update Window,International Conference on Management of Data,1999,1
86,conf/sigmod/LabrinidisR00,335430,Nick Roussopoulos,WebView Materialization,SIGMOD Conference,2000.0,"Alexandros Labrinidis, Nick Roussopoulos",WebView materialization,International Conference on Management of Data,2000,1
