pairId:INTEGER,walmart.id:TEXT,amazon.id:TEXT
765,2145,10752
766,338,19070
767,411,15300
768,1227,4788
769,198,769
770,605,13835
771,2451,14915
772,1522,3465
773,185,7666
774,1808,3476
775,2318,12769
776,1298,19889
777,2082,10490
778,2306,4311
779,700,8953
780,879,21814
781,595,5897
782,2508,18373
783,1893,15810
784,1703,18340
785,2260,13577
786,1993,3363
787,11,7825
788,879,5067
789,1401,1047
790,1409,13727
791,1928,8577
792,2416,9064
793,2538,12498
794,1432,7632
795,1432,1433
796,897,4469
797,1861,10893
798,1639,3941
799,2518,10726
800,2430,5965
801,2038,8520
802,1894,7128
803,918,16225
804,794,8642
805,2312,13803
806,1928,10605
807,543,9000
808,619,18623
809,1354,553
810,1177,9433
811,689,1610
812,2298,9064
813,754,267
814,870,10505
815,577,5667
816,2223,20126
817,21,16838
818,715,13440
819,1718,14647
820,2032,20885
821,888,17507
822,1905,15684
823,2018,18319
824,1430,14828
825,1256,20071
826,54,21568
827,2505,21567
828,897,6829
829,712,19083
830,1700,17401
831,1513,3284
832,496,5459
833,234,1149
834,16,17365
835,456,1619
836,1194,15375
837,687,12886
838,233,12267
839,1075,12828
840,1657,3824
841,2340,10213
842,2221,6754
843,183,3630
844,1380,7563
845,873,7246
846,1062,3692
847,2406,3070
848,2415,11301
849,794,2022
850,1130,15951
851,1136,9289
852,1593,243
853,340,1835
854,1135,20068
855,1690,17104
856,1419,19586
857,267,2950
858,57,10818
859,1486,7359
860,1934,7137
861,1414,10727
862,613,9064
863,2475,6466
864,2432,19012
865,502,6522
866,133,2994
867,2442,16941
868,703,20430
869,333,7687
870,1324,21767
871,349,12837
872,2350,14177
873,1045,4930
874,347,14225
875,1969,3946
876,185,10198
877,1133,6752
878,621,8971
879,2117,12601
880,2068,18153
881,369,18444
882,548,13563
883,1622,16224
884,2116,8790
885,1354,20135
886,487,5667
887,829,13516
888,1226,7207
889,202,4044
890,1371,8415
891,2053,2960
892,1604,7738
893,1828,1796
894,1674,10829
895,1230,8391
896,102,2589
897,737,20482
898,1247,7559
899,1058,18089
900,1630,20715
901,78,607
902,1811,8705
903,398,960
904,2155,10198
905,819,19938
906,2383,12715
907,2038,5681
908,2437,6183
909,1210,8616
910,2116,6754
911,1387,17061
912,1355,14349
913,723,12501
914,743,11078
915,78,2826
916,20,10983
917,2354,9534
918,859,8649
919,2107,9553
920,2259,2595
921,2295,4363
922,466,15264
923,2508,10256
924,279,12784
925,577,17204
926,832,11626
927,1282,12350
928,284,21454
929,1880,2594
930,30,10078
931,1210,3608
932,961,15003
933,1712,18493
934,548,4673
935,2426,4219
936,1973,9163
937,2305,14772
938,35,4887
939,626,12223
940,2446,18735
941,793,2881
942,858,6408
943,745,821
944,720,18155
945,2440,14771
946,1430,12901
947,2049,12791
948,1133,14685
949,1483,6504
950,1372,7871
951,351,1905
952,2159,10984
953,22,2964
954,192,1244
955,1298,13036
956,568,7717
957,593,11158
958,2391,17562
959,112,18672
960,1556,2820
961,2317,6
962,901,14646
963,473,8480
964,2433,6755
965,1931,6441
966,166,20998
967,1535,11452
968,1355,16445
969,286,261
970,989,16365
971,1252,6426
972,493,21796
973,2260,21598
974,824,18153
975,542,3009
976,1190,15481
977,1998,6409
978,2453,2139
979,510,7698
980,1523,21030
981,398,11275
982,2297,5577
983,1572,21936
984,582,17384
985,1702,11525
986,2146,16318
987,543,7157
988,2472,17837
989,1807,3078
990,2199,971
991,1702,17276
992,1928,8380
993,1062,2821
994,1022,15894
995,486,5572
996,832,19347
997,735,4134
998,1419,19571
999,1582,5108
1000,2423,14588
1001,2221,8237
1002,1061,20122
1003,581,13329
1004,1146,19141
1005,1122,14755
1006,1532,3073
1007,1136,18166
1008,1801,3941
1009,2485,7959
1010,1561,10672
1011,1992,7622
1012,1808,11452
1013,2281,4731
1014,1122,11769
1015,1574,4441
1016,366,4731
1017,430,9254
1018,809,89
1019,694,20663
1020,20,4953
1021,1242,14347
1022,1136,2830
1023,1871,905
1024,1923,8009
1025,2318,12772
1026,1256,1979
1027,1023,12465
1028,1904,10675
1029,1914,7685
1030,198,7687
1031,1674,8592
1032,1630,4436
1033,132,13867
1034,26,10966
1035,1564,9807
1036,208,17472
1037,2515,8632
1038,621,1485
1039,1572,14688
1040,1582,13604
1041,1676,6750
1042,1478,8421
1043,508,10616
1044,1806,1623
1045,331,13537
1046,262,155
1047,993,20539
1048,743,7194
1049,1662,898
1050,2539,19783
1051,2207,631
1052,2542,2826
1053,2071,12594
1054,295,16006
1055,89,17492
1056,1097,10828
1057,510,9110
1058,142,2645
1059,1199,17908
1060,1464,11582
1061,2116,12794
1062,1361,18941
1063,2548,19335
1064,2002,10600
1065,1130,11948
1066,1870,4054
1067,771,13108
1068,2481,8350
1069,610,8306
1070,210,12521
1071,2168,8983
1072,684,9858
1073,96,14930
1074,2098,21333
1075,128,9709
1076,659,1989
1077,645,1724
1078,2172,18444
1079,662,2056
1080,1467,7617
1081,1413,17587
1082,2341,19674
1083,562,2826
1084,182,7054
1085,1655,2397
1086,1514,19940
1087,225,21725
1088,1146,10790
1089,2482,9111
1090,1074,12996
1091,654,16200
1092,82,17262
1093,1775,18101
1094,2543,20870
1095,354,19433
1096,349,8731
1097,1590,2989
1098,568,8887
1099,1097,21712
1100,1845,14216
1101,260,8776
1102,2072,13272
1103,800,7318
1104,1257,2567
1105,1198,999
1106,1122,11837
1107,1584,10247
1108,1602,17875
1109,2527,10751
1110,2116,17562
1111,132,2447
1112,2175,8787
1113,2265,19008
1114,2113,16599
1115,628,8787
1116,955,3663
1117,1946,13187
1118,2425,20167
1119,1026,20557
1120,1702,19647
1121,1317,18492
1122,901,19940
1123,1152,17083
1124,1227,12585
1125,1520,3462
1126,1190,8183
1127,2116,809
1128,993,10968
1129,1712,17549
1130,2333,14683
1131,1097,956
1132,2531,8792
1133,621,4895
1134,2477,10278
1135,185,9751
1136,167,16599
1137,2485,4454
1138,234,14743
1139,202,12099
1140,2485,3586
1141,967,3961
1142,1674,2733
1143,1526,12544
1144,621,2173
1145,658,9333
1146,735,7943
1147,2306,4650
1148,2204,20716
1149,1505,9320
1150,2146,19780
1151,1792,5710
1152,712,166
1153,466,14823
1154,219,13885
1155,972,5095
1156,65,12186
1157,85,5720
1158,2396,5586
1159,493,7658
1160,1529,13157
1161,1469,2665
1162,901,6946
1163,2059,19378
1164,897,3277
1165,1372,9359
1166,1218,2383
1167,54,18508
1168,1538,14402
1169,2230,3505
1170,234,3557
1171,647,6738
1172,2313,519
1173,139,7770
1174,516,8221
1175,2306,19079
1176,418,6743
1177,790,3052
1178,1597,8268
1179,2122,6473
1180,1674,1954
1181,2265,8751
1182,429,2281
1183,321,11041
1184,1938,18720
1185,425,2528
1186,1422,18273
1187,673,3558
1188,2053,6149
1189,2489,14721
1190,999,9256
1191,1436,1305
1192,2518,21106
1193,1514,12944
1194,712,21734
1195,1606,14685
1196,167,16163
1197,814,8787
1198,944,11606
1199,2003,1042
1200,1845,13087
1201,1538,5275
1202,2488,13540
1203,1864,13577
1204,287,12095
1205,1537,15951
1206,548,20486
1207,802,9672
1208,383,2163
1209,684,13191
1210,1940,5658
1211,1084,368
1212,1252,15534
1213,2536,9096
1214,1000,1842
1215,2064,8451
1216,331,16953
1217,1180,17348
1218,669,12481
1219,936,19580
1220,633,13151
1221,204,20035
1222,197,2827
1223,89,3270
1224,1811,10951
1225,884,6191
1226,971,7714
1227,1216,995
1228,74,6529
1229,1656,12948
1230,216,15264
1231,1136,10748
1232,2057,19846
1233,1255,16726
1234,295,12922
1235,1756,9871
1236,1080,16318
1237,284,10823
1238,2280,20716
1239,1156,10918
1240,2537,7763
1241,1840,12800
1242,367,15542
1243,816,4436
1244,993,8445
1245,671,14474
1246,2034,15630
1247,1826,13687
1248,1099,10194
1249,1953,10194
1250,338,13190
1251,2494,18508
1252,1567,11513
1253,1937,15283
1254,1421,5300
1255,897,13255
1256,2158,3555
1257,1487,13423
1258,132,11904
1259,1579,8452
1260,901,8934
1261,365,11513
1262,2508,10896
1263,673,12644
1264,291,17999
1265,167,806
1266,1960,18466
1267,1285,5267
1268,788,14687
1269,489,9713
1270,701,13594
1271,1803,1038
1272,297,6176
1273,2505,6743
1274,2522,21432
1275,2539,5800
1276,1195,7736
1277,798,4305
1278,680,5956
1279,571,10494
1280,1634,1669
1281,609,9705
1282,123,7994
1283,398,14737
1284,1591,12105
1285,1532,18462
1286,897,14822
1287,2202,9728
1288,738,12815
1289,1868,15650
1290,562,4729
1291,930,11948
1292,2217,7234
1293,81,17163
1294,1654,3961
1295,1801,17515
1296,2150,10786
1297,198,14444
1298,715,16479
1299,1300,11470
1300,118,14229
1301,2092,7056
1302,1355,5933
1303,1409,12585
1304,1242,17940
1305,558,3434
1306,1712,16824
1307,82,6226
1308,822,7016
1309,787,17893
1310,787,6743
1311,1282,20611
1312,2441,17541
1313,1090,18956
1314,219,5040
1315,1341,8497
1316,1650,3476
1317,1366,16185
1318,1097,2673
1319,2474,10746
1320,832,5262
1321,1379,956
1322,2067,607
1323,1938,3578
1324,1122,3147
1325,583,12938
1326,1933,21592
1327,2538,14728
1328,1251,3538
1329,199,2821
1330,2435,821
1331,429,9007
1332,1134,16598
1333,702,6745
1334,2095,11567
1335,1928,4581
1336,56,2937
1337,30,15997
1338,879,8987
1339,2450,15320
1340,433,12844
1341,964,1920
1342,966,3417
1343,1445,11015
1344,968,9705
1345,2256,12916
1346,630,7016
1347,1199,20859
1348,1691,15975
1349,926,773
1350,1797,20792
1351,1157,20761
1352,994,10751
1353,742,15478
1354,429,1034
1355,533,2949
1356,2492,21608
1357,662,19706
1358,1735,10200
1359,1003,1905
1360,790,3175
1361,274,12224
1362,1776,16022
1363,2549,11288
1364,1833,13397
1365,2411,1238
1366,1810,10742
1367,2094,1186
1368,1430,14059
1369,183,1428
1370,738,21758
1371,1992,4896
1372,2494,17847
1373,328,10755
1374,1062,20716
1375,1742,8737
1376,1183,3578
1377,2529,2755
1378,357,5120
1379,738,6402
1380,182,2214
1381,285,4586
1382,2425,2061
1383,686,3422
1384,427,10385
1385,2226,2458
1386,1586,20430
1387,2373,13097
1388,873,9881
1389,898,19126
1390,1361,6170
1391,175,9522
1392,967,10291
1393,219,18740
1394,2025,6791
1395,1430,6788
1396,2219,17518
1397,1674,13974
1398,1227,6534
1399,1703,18815
1400,1339,14273
1401,1504,13275
1402,637,5572
1403,587,11044
1404,2192,11044
1405,924,11669
1406,1097,6109
1407,1810,8783
1408,2306,13830
1409,1505,6841
1410,1811,10667
1411,558,11503
1412,2124,11890
1413,2145,21694
1414,1226,6033
1415,2207,10540
1416,1676,21934
1417,215,16911
1418,1632,19883
1419,1709,10040
1420,2072,841
1421,2390,18444
1422,1164,13311
1423,521,17384
1424,641,10925
1425,1227,1130
1426,446,18199
1427,543,11129
1428,1595,4396
1429,2247,21906
1430,923,4899
1431,1982,15187
1432,241,20267
1433,1662,18763
1434,212,15939
1435,2508,14846
1436,1361,2759
1437,526,19815
1438,2372,8183
1439,1146,9275
1440,613,1307
1441,1928,21058
1442,1969,8245
1443,2305,2884
1444,1440,11612
1445,2366,15098
1446,203,15658
1447,42,10831
1448,1653,1708
1449,2057,1038
1450,2366,10200
1451,1703,17727
1452,899,7377
1453,2298,6999
1454,703,12782
1455,1000,21019
1456,619,6384
1457,1706,4678
1458,2163,10970
1459,33,14699
1460,738,6998
1461,1135,13374
1462,2508,5041
1463,766,19098
1464,35,1037
1465,1840,21568
1466,145,20071
1467,1197,19377
1468,369,7685
1469,1328,20126
1470,974,828
1471,377,11242
1472,1806,7705
1473,2256,14821
1474,2054,8504
1475,2179,8217
1476,571,5427
1477,1676,10748
1478,183,5363
1479,524,6333
1480,2087,12852
1481,93,18270
1482,803,1319
1483,1227,15237
1484,1068,12799
1485,74,5623
1486,594,20015
1487,2071,22057
1488,1387,14647
1489,2392,14705
1490,884,4980
1491,103,9264
1492,595,11764
1493,1363,17811
1494,1590,13141
1495,2280,17698
1496,65,10926
1497,670,12491
1498,2092,16174
1499,340,14913
1500,1526,14456
1501,2147,8541
1502,216,6674
1503,1057,11912
1504,496,5015
1505,260,7432
1506,1907,8393
1507,1050,7973
1508,490,14331
1509,124,5326
1510,548,1318
1511,2406,10987
1512,177,10872
1513,1793,9733
1514,496,6760
1515,377,10776
1516,1379,11897
1517,1606,14702
1518,2306,19228
1519,1097,5218
1520,788,18152
1521,1912,7687
1522,2526,21249
1523,879,9302
1524,123,19406
1525,1765,15810
1526,529,21347
1527,1712,17719
1528,1454,2307
1529,187,1930
1530,1707,2033
1531,215,6755
1532,1583,9939
1533,2373,1981
1534,935,15171
1535,66,1488
1536,1295,11989
1537,74,13621
1538,1313,1629
1539,1224,17256
1540,1057,8016
1541,2390,16334
1542,1606,2821
1543,240,19474
1544,316,13505
1545,1632,13155
1546,2019,21609
1547,2515,6593
1548,897,1285
1549,1711,3957
1550,473,1424
1551,2127,610
1552,1792,17375
1553,2175,1719
1554,824,12786
1555,2376,5930
1556,1013,10913
1557,619,14034
1558,186,5930
1559,870,5701
1560,646,6986
1561,2138,17381
1562,815,2814
1563,673,12919
1564,2549,20344
1565,2052,18723
1566,2254,1217
1567,1374,106
1568,204,20227
1569,575,9699
1570,61,18445
1571,220,8986
1572,2037,628
1573,2186,8209
1574,2019,11593
1575,1328,9289
1576,245,2830
1577,1156,15730
1578,583,11078
1579,2526,21980
1580,2553,9471
1581,93,11015
1582,1137,17698
1583,1606,12796
1584,1913,9064
1585,284,16184
1586,1294,8003
1587,367,21966
1588,2119,478
1589,1076,11964
1590,1573,15998
1591,2323,6400
1592,1533,12791
1593,422,21668
1594,1674,10828
1595,143,13690
1596,2515,655
1597,2515,12623
1598,951,14920
1599,1695,19828
1600,2038,553
1601,738,21869
1602,2358,4458
1603,2538,5572
1604,1808,8472
1605,2261,5735
1606,2393,20305
1607,968,12786
1608,711,19320
1609,1674,5712
1610,2243,15416
1611,2439,13577
1612,945,10939
1613,1980,11241
1614,753,20602
1615,1023,19027
1616,545,10002
1617,876,15170
1618,2343,20831
1619,347,5559
1620,1952,4030
1621,839,2710
1622,1156,5451
1623,1379,5262
1624,1349,2670
1625,2463,22034
1626,810,2167
1627,1606,4734
1628,1840,21694
1629,2511,19271
1630,1051,18413
1631,2072,6135
1632,1455,13
1633,700,5300
1634,188,4794
1635,511,3120
1636,1700,16434
1637,2302,2483
1638,1496,18032
1639,2549,18930
1640,343,3321
1641,1101,16090
1642,349,21405
1643,953,16964
1644,1674,14475
1645,1757,9957
1646,1606,21694
1647,1534,17548
1648,645,2056
1649,689,12587
1650,961,373
1651,2372,1696
1652,2083,14691
1653,429,12616
1654,1656,8935
1655,2273,4846
1656,2505,14704
1657,1880,4499
1658,2375,13009
1659,20,1045
1660,1513,21054
1661,794,21348
1662,1946,9572
1663,595,5280
1664,2116,14695
1665,456,17852
1666,513,21447
1667,1772,8571
1668,2432,20716
1669,2200,21951
1670,1368,7656
1671,974,21293
1672,948,5416
1673,1828,10786
1674,573,1115
1675,1730,8524
1676,1179,6753
1677,993,19343
1678,868,1366
1679,1625,4972
1680,1526,706
1681,1566,19714
1682,1590,11420
1683,597,14548
1684,832,12060
1685,1230,3820
1686,2057,13013
1687,2217,8928
1688,677,17825
1689,1333,8792
1690,637,15101
1691,2497,19207
1692,1534,17873
1693,1492,2831
1694,1718,16769
1695,302,18466
1696,1523,13620
1697,2431,4740
1698,2310,9410
1699,1590,14479
1700,2007,11431
1701,723,3999
1702,1446,6748
1703,673,20665
1704,420,21803
1705,420,14295
1706,2083,10653
1707,1982,14937
1708,1696,21742
1709,513,1900
1710,1744,14005
1711,2268,8534
1712,216,19905
1713,1013,15009
1714,24,19752
1715,905,3886
1716,1097,15217
1717,753,294
1718,839,11764
1719,812,7528
1720,711,8072
1721,637,7159
1722,702,7685
1723,167,14704
1724,2511,7612
1725,338,2841
1726,677,20219
1727,1509,20063
1728,2192,5041
1729,2396,5672
1730,2431,4730
1731,1130,13253
1732,1599,13274
1733,398,10872
1734,2333,2825
1735,770,4345
1736,633,3168
1737,2150,9857
1738,1983,13869
1739,513,1039
1740,1501,17008
1741,930,13187
1742,1246,267
1743,74,10556
1744,897,19867
